Run,Assay Type,BioProject,BioSample,Bytes,Center Name,Collection_date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA_first_public,ENA-LAST-UPDATE (run),ENA_last_update,environment_(biome),environment_(feature),environment_(material),Experiment,External_Id,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(country_and/or_sea),geographic_location_(latitude),geographic_location_(longitude),human_gut_environmental_package,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Investigation_type,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_name,ReleaseDate,Sample Name,sample_name,sequencing_method,SRA Study,Submitter_Id,AvgSpotLen,Bases
ERR1293305,WGS,PRJEB12449,SAMEA3879562,59914138,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2016-02-24,2016-02-24,2018-11-16,2016-10-21,human-associated habitat,feces,feces,ERX1364877,SAMEA3879562,USA,North America,USA,39N,77W,human-gut,EMBL,European Molecular Biology Laboratory,2016-02-24T17:02:29Z,2016-10-21T09:37:19Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879562,MMRS47685461ST-27-0-0,Illumina,ERP013933,MMRS47685461ST-27-0-0,74,66863929
ERR1293306,WGS,PRJEB12449,SAMEA3879562,66335677,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2016-02-24,2016-02-24,2018-11-16,2016-10-21,human-associated habitat,feces,feces,ERX1364878,SAMEA3879562,USA,North America,USA,39N,77W,human-gut,EMBL,European Molecular Biology Laboratory,2016-02-24T17:02:29Z,2016-10-21T09:37:19Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879562,MMRS47685461ST-27-0-0,Illumina,ERP013933,MMRS47685461ST-27-0-0,75,74443957
ERR1293307,WGS,PRJEB12449,SAMEA3879562,63917356,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2016-02-24,2016-02-24,2018-11-16,2016-10-21,human-associated habitat,feces,feces,ERX1364879,SAMEA3879562,USA,North America,USA,39N,77W,human-gut,EMBL,European Molecular Biology Laboratory,2016-02-24T17:02:29Z,2016-10-21T09:37:19Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879562,MMRS47685461ST-27-0-0,Illumina,ERP013933,MMRS47685461ST-27-0-0,74,71561384
ERR1293308,WGS,PRJEB12449,SAMEA3879562,66894242,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2016-02-24,2016-02-24,2018-11-16,2016-10-21,human-associated habitat,feces,feces,ERX1364880,SAMEA3879562,USA,North America,USA,39N,77W,human-gut,EMBL,European Molecular Biology Laboratory,2016-02-24T17:02:29Z,2016-10-21T09:37:19Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879562,MMRS47685461ST-27-0-0,Illumina,ERP013933,MMRS47685461ST-27-0-0,74,74985579
ERR1293309,WGS,PRJEB12449,SAMEA3879563,69645247,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2016-02-24,2016-02-24,2018-11-16,2016-10-21,human-associated habitat,feces,feces,ERX1364881,SAMEA3879563,USA,North America,USA,39N,77W,human-gut,EMBL,European Molecular Biology Laboratory,2016-02-24T17:02:29Z,2016-10-21T09:37:19Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879563,MMRS25641480ST-27-0-0,Illumina,ERP013933,MMRS25641480ST-27-0-0,76,77048681
ERR1293310,WGS,PRJEB12449,SAMEA3879563,69300933,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2016-02-24,2016-02-24,2018-11-16,2016-10-21,human-associated habitat,feces,feces,ERX1364882,SAMEA3879563,USA,North America,USA,39N,77W,human-gut,EMBL,European Molecular Biology Laboratory,2016-02-24T17:02:29Z,2016-10-21T09:37:19Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879563,MMRS25641480ST-27-0-0,Illumina,ERP013933,MMRS25641480ST-27-0-0,75,76563292
ERR1293311,WGS,PRJEB12449,SAMEA3879563,72683076,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2016-02-24,2016-02-24,2018-11-16,2016-10-21,human-associated habitat,feces,feces,ERX1364883,SAMEA3879563,USA,North America,USA,39N,77W,human-gut,EMBL,European Molecular Biology Laboratory,2016-02-24T17:02:29Z,2016-10-21T09:37:19Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879563,MMRS25641480ST-27-0-0,Illumina,ERP013933,MMRS25641480ST-27-0-0,76,80874620
ERR1293312,WGS,PRJEB12449,SAMEA3879563,72368320,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2016-02-24,2016-02-24,2018-11-16,2016-10-21,human-associated habitat,feces,feces,ERX1364884,SAMEA3879563,USA,North America,USA,39N,77W,human-gut,EMBL,European Molecular Biology Laboratory,2016-02-24T17:02:29Z,2016-10-21T09:37:19Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879563,MMRS25641480ST-27-0-0,Illumina,ERP013933,MMRS25641480ST-27-0-0,76,80330552
ERR1293313,WGS,PRJEB12449,SAMEA3879564,59992254,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2016-02-24,2016-02-24,2018-11-16,2016-10-21,human-associated habitat,feces,feces,ERX1364885,SAMEA3879564,USA,North America,USA,39N,77W,human-gut,EMBL,European Molecular Biology Laboratory,2016-02-24T17:02:29Z,2016-10-21T09:37:17Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879564,MMRS56137463ST-27-0-0,Illumina,ERP013933,MMRS56137463ST-27-0-0,74,68444455
ERR1293314,WGS,PRJEB12449,SAMEA3879564,59832409,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2016-02-24,2016-02-24,2018-11-16,2016-10-21,human-associated habitat,feces,feces,ERX1364886,SAMEA3879564,USA,North America,USA,39N,77W,human-gut,EMBL,European Molecular Biology Laboratory,2016-02-24T17:02:29Z,2016-10-21T09:37:17Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879564,MMRS56137463ST-27-0-0,Illumina,ERP013933,MMRS56137463ST-27-0-0,75,68908772
ERR1293315,WGS,PRJEB12449,SAMEA3879564,60561078,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2016-02-24,2016-02-24,2018-11-16,2016-10-21,human-associated habitat,feces,feces,ERX1364887,SAMEA3879564,USA,North America,USA,39N,77W,human-gut,EMBL,European Molecular Biology Laboratory,2016-02-24T17:02:29Z,2016-10-21T09:37:17Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879564,MMRS56137463ST-27-0-0,Illumina,ERP013933,MMRS56137463ST-27-0-0,74,68913570
ERR1293316,WGS,PRJEB12449,SAMEA3879564,58753068,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2016-02-24,2016-02-24,2018-11-16,2016-10-21,human-associated habitat,feces,feces,ERX1364888,SAMEA3879564,USA,North America,USA,39N,77W,human-gut,EMBL,European Molecular Biology Laboratory,2016-02-24T17:02:29Z,2016-10-21T09:37:17Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879564,MMRS56137463ST-27-0-0,Illumina,ERP013933,MMRS56137463ST-27-0-0,74,66876217
ERR1293317,WGS,PRJEB12449,SAMEA3879565,48083476,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2016-02-24,2016-02-24,2018-11-16,2016-10-21,human-associated habitat,feces,feces,ERX1364889,SAMEA3879565,USA,North America,USA,39N,77W,human-gut,EMBL,European Molecular Biology Laboratory,2016-02-24T17:02:29Z,2016-10-21T09:37:19Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879565,MMRS20257302ST-27-0-0,Illumina,ERP013933,MMRS20257302ST-27-0-0,74,53596920
ERR1293318,WGS,PRJEB12449,SAMEA3879565,54594055,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2016-02-24,2016-02-24,2018-11-16,2016-10-21,human-associated habitat,feces,feces,ERX1364890,SAMEA3879565,USA,North America,USA,39N,77W,human-gut,EMBL,European Molecular Biology Laboratory,2016-02-24T17:02:29Z,2016-10-21T09:37:19Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879565,MMRS20257302ST-27-0-0,Illumina,ERP013933,MMRS20257302ST-27-0-0,74,61242528
ERR1293319,WGS,PRJEB12449,SAMEA3879565,53930403,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2016-02-24,2016-02-24,2018-11-16,2016-10-21,human-associated habitat,feces,feces,ERX1364891,SAMEA3879565,USA,North America,USA,39N,77W,human-gut,EMBL,European Molecular Biology Laboratory,2016-02-24T17:02:29Z,2016-10-21T09:37:19Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879565,MMRS20257302ST-27-0-0,Illumina,ERP013933,MMRS20257302ST-27-0-0,74,60540001
ERR1293320,WGS,PRJEB12449,SAMEA3879565,51917776,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2016-02-24,2016-02-24,2018-11-16,2016-10-21,human-associated habitat,feces,feces,ERX1364892,SAMEA3879565,USA,North America,USA,39N,77W,human-gut,EMBL,European Molecular Biology Laboratory,2016-02-24T17:02:29Z,2016-10-21T09:37:19Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879565,MMRS20257302ST-27-0-0,Illumina,ERP013933,MMRS20257302ST-27-0-0,74,58163073
ERR1293321,WGS,PRJEB12449,SAMEA3879566,40387271,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2016-02-24,2016-02-24,2018-11-16,2016-10-21,human-associated habitat,feces,feces,ERX1364893,SAMEA3879566,USA,North America,USA,39N,77W,human-gut,EMBL,European Molecular Biology Laboratory,2016-02-24T17:02:29Z,2016-10-21T09:37:13Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879566,MMRS48639115ST-27-0-0,Illumina,ERP013933,MMRS48639115ST-27-0-0,78,46860672
ERR1293322,WGS,PRJEB12449,SAMEA3879566,37170944,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2016-02-24,2016-02-24,2018-11-16,2016-10-21,human-associated habitat,feces,feces,ERX1364894,SAMEA3879566,USA,North America,USA,39N,77W,human-gut,EMBL,European Molecular Biology Laboratory,2016-02-24T17:02:29Z,2016-10-21T09:37:13Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879566,MMRS48639115ST-27-0-0,Illumina,ERP013933,MMRS48639115ST-27-0-0,79,42656965
ERR1293323,WGS,PRJEB12449,SAMEA3879566,41310959,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2016-02-24,2016-02-24,2018-11-16,2016-10-21,human-associated habitat,feces,feces,ERX1364895,SAMEA3879566,USA,North America,USA,39N,77W,human-gut,EMBL,European Molecular Biology Laboratory,2016-02-24T17:02:29Z,2016-10-21T09:37:13Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879566,MMRS48639115ST-27-0-0,Illumina,ERP013933,MMRS48639115ST-27-0-0,78,47116491
ERR1293324,WGS,PRJEB12449,SAMEA3879566,39788531,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2016-02-24,2016-02-24,2018-11-16,2016-10-21,human-associated habitat,feces,feces,ERX1364896,SAMEA3879566,USA,North America,USA,39N,77W,human-gut,EMBL,European Molecular Biology Laboratory,2016-02-24T17:02:29Z,2016-10-21T09:37:13Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879566,MMRS48639115ST-27-0-0,Illumina,ERP013933,MMRS48639115ST-27-0-0,78,45619740
ERR1293325,WGS,PRJEB12449,SAMEA3879567,60929294,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2016-02-24,2016-02-24,2018-11-16,2016-10-21,human-associated habitat,feces,feces,ERX1364897,SAMEA3879567,USA,North America,USA,39N,77W,human-gut,EMBL,European Molecular Biology Laboratory,2016-02-24T17:02:29Z,2016-10-21T09:37:13Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879567,MMRS72980899ST-27-0-0,Illumina,ERP013933,MMRS72980899ST-27-0-0,74,68630788
ERR1293326,WGS,PRJEB12449,SAMEA3879567,65689186,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2016-02-24,2016-02-24,2018-11-16,2016-10-21,human-associated habitat,feces,feces,ERX1364898,SAMEA3879567,USA,North America,USA,39N,77W,human-gut,EMBL,European Molecular Biology Laboratory,2016-02-24T17:02:29Z,2016-10-21T09:37:13Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879567,MMRS72980899ST-27-0-0,Illumina,ERP013933,MMRS72980899ST-27-0-0,74,74084256
ERR1293327,WGS,PRJEB12449,SAMEA3879567,63398309,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2016-02-24,2016-02-24,2018-11-16,2016-10-21,human-associated habitat,feces,feces,ERX1364899,SAMEA3879567,USA,North America,USA,39N,77W,human-gut,EMBL,European Molecular Biology Laboratory,2016-02-24T17:02:29Z,2016-10-21T09:37:13Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879567,MMRS72980899ST-27-0-0,Illumina,ERP013933,MMRS72980899ST-27-0-0,74,71563268
ERR1293328,WGS,PRJEB12449,SAMEA3879567,60714386,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2016-02-24,2016-02-24,2018-11-16,2016-10-21,human-associated habitat,feces,feces,ERX1364900,SAMEA3879567,USA,North America,USA,39N,77W,human-gut,EMBL,European Molecular Biology Laboratory,2016-02-24T17:02:29Z,2016-10-21T09:37:13Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879567,MMRS72980899ST-27-0-0,Illumina,ERP013933,MMRS72980899ST-27-0-0,74,68540490
ERR1293329,WGS,PRJEB12449,SAMEA3879568,58599753,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2016-02-24,2016-02-24,2018-11-16,2016-10-21,human-associated habitat,feces,feces,ERX1364901,SAMEA3879568,USA,North America,USA,39N,77W,human-gut,EMBL,European Molecular Biology Laboratory,2016-02-24T17:02:29Z,2016-10-21T09:37:13Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879568,MMRS73787048ST-27-0-0,Illumina,ERP013933,MMRS73787048ST-27-0-0,77,67815071
ERR1293330,WGS,PRJEB12449,SAMEA3879568,61121003,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2016-02-24,2016-02-24,2018-11-16,2016-10-21,human-associated habitat,feces,feces,ERX1364902,SAMEA3879568,USA,North America,USA,39N,77W,human-gut,EMBL,European Molecular Biology Laboratory,2016-02-24T17:02:29Z,2016-10-21T09:37:13Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879568,MMRS73787048ST-27-0-0,Illumina,ERP013933,MMRS73787048ST-27-0-0,77,69999772
